847,583
850,581
850,578
850,575
845,574
842,574
839,577
837,580
832,583
827,585
822,588
817,590
814,590
810,590
805,592
801,594
797,595
794,597
789,599
783,601
778,603
775,604
770,606
767,607
768,615
762,610
757,611
752,614
748,616
743,619
741,622
738,623
734,627
731,629
728,632
725,634
722,637
719,638
716,638
712,640
709,641
706,642
703,642
698,644
695,644
690,646
685,647
682,647
677,648
672,650
668,650
665,651
662,652
659,653
654,654
649,656
646,656
642,657
638,658
633,660
630,661
626,662
622,663
617,664
612,666
607,667
602,669
599,669
594,666
591,665
588,663
585,660
582,659
578,655
574,652
570,649
567,647
563,645
558,644
555,646
551,648
548,649
543,651
540,652
535,654
532,656
529,657
525,659
518,662
513,664
509,664
504,666
499,668
494,670
491,671
488,672
484,673
481,674
478,675
474,676
471,677
468,679
462,680
457,682
454,683
450,685
447,686
444,688
441,688
436,690
433,691
429,693
425,693
421,695
417,696
412,698
407,700
402,702
399,703
394,704
390,706
384,707
378,710
375,711
372,712
366,716
363,716
360,719
357,720
352,722
350,725
347,727
344,730
341,732
338,735
335,736
332,739
329,741
326,743
324,746
319,748
315,751
313,754
309,756
306,758
302,760
298,764
295,769
293,773
291,779
289,784
286,790
285,793
284,796
284,799
282,804
280,807
278,813
276,816
276,820
275,824
276,829
276,833
276,838
276,841
278,844
276,848
276,851
276,854
278,857
277,861
277,866
277,870
277,873
277,877
279,880
277,885
277,888
278,893
278,896
281,896
279,901
277,908
276,911
279,915
278,919
279,922
279,926
280,929
280,934
280,937
281,942
282,947
280,951
283,953
282,958
283,961
282,966
279,970
278,973
277,976
276,979
273,983
272,986
270,991
267,995
267,999
265,1002
262,1003
262,1007
260,1010
258,1014
257,1018
255,1022
253,1026
251,1029
249,1035
246,1039
244,1044
243,1047
240,1051
239,1054
237,1058
235,1061
234,1066
232,1072
236,1074
236,1077
238,1083
240,1086
241,1089
244,1094
247,1099
249,1104
252,1108
254,1111
256,1115
257,1118
260,1122
263,1126
265,1130
267,1134
