553,961
552,958
552,955
551,952
551,947
549,941
548,937
548,934
547,929
546,926
545,921
545,918
544,913
543,910
542,905
542,902
541,897
540,894
540,888
538,883
537,879
533,875
530,873
527,871
524,869
521,868
516,865
513,864
509,863
506,863
502,866
499,867
495,868
491,871
487,872
482,876
478,879
474,882
470,886
465,890
461,894
457,897
454,900
449,903
446,906
443,909
440,912
436,915
433,917
429,920
425,924
421,929
416,931
413,935
409,938
406,940
402,943
398,947
394,951
390,954
386,957
382,961
378,964
374,968
370,971
366,974
362,978
359,980
355,984
352,985
349,989
344,993
340,996
336,1000
332,1002
329,1003
324,1005
321,1006
316,1009
313,1009
307,1012
302,1014
298,1016
295,1017
291,1019
287,1020
282,1023
279,1024
275,1025
272,1027
269,1029
265,1028
261,1032
258,1033
253,1033
252,1036
247,1038
243,1038
241,1043
241,1046
242,1051
241,1054
241,1057
242,1060
242,1064
243,1069
242,1072
243,1075
244,1079
243,1082
244,1085
244,1088
244,1092
245,1095
246,1098
250,1101
251,1104
252,1107
254,1111
258,1116
258,1119
261,1124
263,1128
265,1131
