2137,929
2136,932
2134,937
2133,940
2133,945
2132,950
2131,953
2129,959
2129,963
2129,967
2127,971
2126,977
2126,980
2126,985
2126,990
2128,996
2125,1000
2125,1004
2125,1009
2125,1014
2125,1017
2124,1020
2125,1023
2124,1028
2124,1031
2124,1034
2124,1037
2124,1043
2124,1048
2123,1053
2123,1056
2124,1059
2123,1064
2122,1069
2123,1072
2122,1077
2121,1080
2122,1085
2122,1090
2121,1093
2122,1099
2124,1102
2124,1107
2125,1111
2126,1114
2126,1117
2129,1122
2131,1127
2131,1130
2132,1133
2134,1137
2135,1140
2136,1143
2137,1147
2139,1150
2140,1154
2141,1157
2142,1160
2144,1164
2145,1169
2147,1174
2149,1179
2151,1183
2151,1186
2154,1191
2155,1196
2157,1201
2158,1204
2160,1209
2162,1214
2162,1217
2165,1222
2166,1227
2167,1231
2168,1234
2170,1239
2172,1244
2174,1248
2175,1251
2177,1255
2178,1258
2179,1263
2180,1266
2182,1271
2184,1276
2184,1279
2187,1280
2188,1283
2191,1284
2195,1286
2200,1288
2203,1289
2206,1290
2210,1292
2213,1293
2218,1296
2223,1298
2227,1300
2230,1300
2235,1303
2239,1305
2244,1306
2249,1309
2253,1311
2256,1311
2261,1314
2267,1316
2270,1317
2274,1320
2277,1321
2280,1322
2284,1324
2287,1325
2292,1328
2295,1329
2300,1331
2304,1333
2309,1335
2314,1337
2317,1341
2318,1344
2320,1349
2322,1354
2324,1358
2325,1361
2327,1365
2328,1369
2331,1373
2330,1376
2333,1379
2335,1382
2336,1385
2338,1388
2340,1392
2341,1395
